"YY","flag_code","LAT5","LON5","cwp_grid","HHOOKS","ALB_C","ALB_N","YFT_C","YFT_N","BET_C","BET_N","MLS_C","MLS_N","BLM_C","BLM_N","BUM_C","BUM_N","SWO_C","SWO_N","OTH_C","OTH_N"
"2001","NZ","35S","170E","62300017000","32380.2","572.955","77745","22.662","703","229.376","5758","8.256","122","0","0","0.04","1","155.375","3104","820.184","26987"
"2001","NZ","35S","175E","62300017500","15084.19","185.808","24532","25.487","864","106.971","2895","2.868","42","0","0","0","0","71.185","1607","391.814","14135"
"2001","NZ","40S","170E","62350017000","12307.78","445.516","59626","13.884","431","22.321","470","17.871","288","1.206","2","0","0","100.795","1831","246.67","8800"
"2001","NZ","40S","175E","62350017500","48360.92","1007.754","112355","83.59","3001","163.424","3937","21.808","346","0.603","1","1.319","8","446.112","10223","1223.155","41601"
"2001","PF","15S","145W","63100014000","41260.03","1536.553","76729","331.771","11333","308.979","10430","19.584","355","0.872","2","65.157","1001","26.423","510","411.485","24773"
"2001","PF","15S","150W","63100014500","34280.96","1038.054","52222","306.4","11742","276.352","9914","22.267","361","2.638","21","57.051","906","20.85","377","446.202","44036"
"2001","PF","20S","150W","63150014500","21069.1","653.854","31443","74.193","2630","48.822","1682","24.465","379","0.737","7","49.833","788","12.679","249","169.72","14572"
"2001","PF","20S","155W","63150015000","23679.07","672.326","32632","95.281","3323","67.679","2226","22.331","361","0.542","6","61.698","949","17.54","311","273.816","32429"
"2001","PG","10S","145E","62050014500","14611.16","31.897","1585","654.687","20749","57.075","2245","3.382","84","26.772","439","38.587","649","11.592","265","773.027","26447"
"2001","PG","10S","150E","62050015000","16703.42","7.405","485","365.25","13307","92.24","3993","1.693","29","5.27","94","16.447","298","6.493","147","421.756","18410"
"2001","TO","25S","175W","63200017000","19037.6","653.002","34373","115.159","5365","94.604","3797","11.82","269","0.935","25","6.889","130","11.665","182","189.588","9926"
"2001","TW","00N","130E","61000013000","96714.87","0","0","1912.039","66047","480.254","10830","0","0","0.949","16","17.076","508","14.579","424","1931.788","66891"
"2001","TW","00N","145E","61000014500","44411.79","0.121","4","316.082","10897","338.328","8917","0.566","16","52.517","1280","46.098","997","44.128","1060","338.431","11869"
"2001","TW","00N","150E","61000015000","95158.63","3.991","307","826.029","28005","953.418","24477","3.19","76","143.425","3369","147.94","3397","153.674","3749","909.305","31495"
"2001","TW","00N","155E","61000015500","50125.93","2.989","182","437.132","14310","527.999","13155","1.45","36","50.465","1191","102.183","2249","74.316","1886","523.447","17767"
"2001","TW","00N","160E","61000016000","56523.1","80.466","2540","611.118","18497","748.681","16563","1.899","48","21.649","495","180.072","3626","105.204","2112","727.537","23384"
"2001","TW","00N","170W","64000016500","18495.96","2.234","99","83.221","2203","169.637","3683","0.321","5","0","0","20.844","300","70.249","1178","184.763","6530"
"2001","TW","05N","110E","61050011000","17764.45","0","0","280.378","9935","72.444","1698","0","0","0","0","0","0","0","0","280.378","9935"
"2001","TW","05N","125E","61050012500","58429.23","0","0","904.397","32218","233.732","5545","0","0","0.735","24","2.318","60","1.131","32","904.922","32246"
"2001","TW","05N","130E","61050013000","150225.34","0","0","2257.587","79131","888.873","19952","0.089","4","2.384","52","31.48","826","15.933","403","2611.792","87173"
"2001","TW","05N","135E","61050013500","30291.44","0","0","494.573","15496","257.929","5654","0.081","4","5.17","93","42.69","1033","16.136","387","1474.4","31040"
"2001","TW","05N","140E","61050014000","14763.51","0","0","100.39","3834","94.949","2578","0","0","5.694","133","34.452","832","12.986","290","245.546","7849"
"2001","TW","05N","145E","61050014500","29490.54","3.134","97","117.279","4187","210.948","5159","0.081","4","17.226","359","73.071","1791","31.644","794","250.537","9630"
"2001","TW","05N","150E","61050015000","25556.21","0.485","16","135.571","4776","236.335","5903","4.624","97","26.253","577","67.706","1486","36.001","789","171.982","6267"
"2001","TW","10N","110E","61100011000","52532.02","0","0","767.892","28162","198.408","4732","0","0","0","0","0","0","0","0","767.892","28162"
"2001","TW","10N","115E","61100011500","95706.87","0","0","1267.805","43480","327.574","7764","0","0","0","0","0","0","0","0","1267.805","43480"
"2001","TW","10N","125E","61100012500","84530.75","0","0","1288.294","45642","332.825","7868","0","0","0","0","0.242","8","0","0","1288.294","45642"
"2001","TW","10N","130E","61100013000","15034.63","0","0","227.236","8030","71.129","1677","0","0","0.808","16","0.646","24","1.212","28","228.61","8098"
"2001","TW","10S","135E","62050013500","83979.17","0","0","743.469","26215","0","0","0","0","27.449","551","69.973","1260","7.018","135","2751.608","160237"
"2001","TW","10S","135W","63050013000","20115.12","16.375","1240","248.687","7146","564.183","10792","10.571","78","12.841","83","47.508","521","93.363","1256","273.817","8269"
"2001","TW","10S","150W","63050014500","16515.88","3.224","114","192.022","5230","264.825","5783","46.761","339","53.724","328","68.12","547","50.114","547","284.793","9313"
"2001","TW","15N","110E","61150011000","36289.8","0","0","455.663","15370","117.734","2857","0","0","0","0","0","0","0","0","455.663","15370"
"2001","TW","15N","115E","61150011500","120624.4","0","0","1378.814","46855","356.255","8757","0","0","0","0","0","0","0","0","1378.814","46855"
"2001","TW","15N","120E","61150012000","128224.73","0","0","1798.426","62509","464.674","11110","0","0","0","0","0","0","0","0","1798.426","62509"
"2001","TW","15N","125E","61150012500","99914.14","0","0","1395.026","48598","360.444","8475","0","0","0","0","0","0","0","0","1395.026","48598"
"2001","TW","15S","160E","62100016000","12257.25","247.444","14604","165.253","4975","31.083","890","0","0","0.826","5","5.497","102","2.567","36","268.339","6924"
"2001","TW","15S","165E","62100016500","18856.99","365.565","21344","161.767","4907","21.771","782","0","0","0","0","19.342","261","4.301","76","219.926","9668"
"2001","TW","15S","170E","62100017000","20008.8","305.553","18634","38.01","1051","22.952","633","0","0","1.649","13","22.383","303","13.229","210","190.759","5098"
"2001","TW","20N","120E","61200012000","13026.24","0","0","178.527","6159","46.128","1109","0","0","0","0","0","0","0","0","178.527","6159"
"2001","TW","20N","125E","61200012500","16336.36","0","0","223.731","7738","57.808","1401","0","0","0","0","0","0","0","0","223.731","7738"
"2001","TW","20S","135W","63150013000","29083.34","909.172","46553","25.218","891","23.593","646","0","0","0","0","26.774","395","7.547","136","40.629","1120"
"2001","TW","20S","165E","62150016500","36659.24","795.79","45894","173.515","5127","39.591","1600","1.604","25","0.281","5","13.621","215","3.515","80","253.131","8476"
"2001","TW","20S","170E","62150017000","132047.57","2708.886","160723","277.963","8392","139.46","4970","16.859","308","5.697","80","37.045","672","17.538","513","392.748","15235"
"2001","TW","25S","170E","62200017000","23210.1","614.725","37066","87.737","3242","24.43","821","4.626","101","0.475","9","7.989","128","4.799","138","134.639","6774"
"2001","TW","25S","175E","62200017500","17240.11","708.517","43508","116.319","3672","31.673","1017","10.119","201","6.604","112","18.154","311","13.022","298","185.33","9928"
"2001","TW","30S","160W","63250015500","29059.16","1182.298","65615","24.113","735","14.476","380","2.807","47","0","0","0","0","3.08","52","61.11","1948"
"2001","TW","30S","170E","62250017000","26671.87","1040.964","88890","28.921","896","19.351","605","8.381","120","0","0","0","0","5.214","72","32.853","1088"
"2001","TW","30S","170W","63250016500","25508.55","908.026","48542","25.26","895","7.273","239","2.246","31","0","0","0","0","12.376","193","44.576","1573"
"2001","US","05N","165W","64050016000","12974.21","0.226","9","331.615","13104","103.393","2183","3.604","172","0","0","30.061","518","5.492","86","458.878","17731"
"2001","US","15N","160W","64150015500","31117.79","75.072","3086","109.175","3325","347.151","12216","42.878","2197","0.883","10","51.041","831","10.841","147","508.121","26534"
"2001","US","15N","165W","64150016000","35683.74","501.104","19726","119.963","3347","261.136","9657","49.371","2217","0.534","6","84.366","1445","22.023","274","601.911","30380"
"2001","US","15N","170W","64150016500","14436.78","314.77","12392","54.286","1734","85.49","3151","28.356","1193","0.626","7","23.392","429","7.646","102","286.272","14633"
"2001","US","15S","170W","63100016500","34437.83","2186.284","120872","107.942","5201","98.84","3549","7.541","245","3.1","62","52.284","855","7.584","131","328.642","21598"
"2001","US","15S","175W","63100017000","16468.9","872.282","48359","76.897","3600","45.807","1573","2.866","93","3.59","71","25.352","412","4.57","79","192.046","13749"
"2001","US","20N","155W","64200015000","21257.78","30.739","1335","9.444","257","299.844","9428","44.75","1804","0.092","1","34.207","400","6.594","139","293.428","16442"
"2001","US","20N","160W","64200015500","24831.66","84.856","3572","24.476","616","345.405","11217","50.3","2321","0.534","6","28.536","313","21.153","435","352.448","20288"
"2001","US","20N","165W","64200016000","18171.57","65.971","2639","43.833","1446","222.781","7146","41.175","2070","1.057","12","45.895","646","7.979","161","353.978","16075"
"2001","WS","15S","175W","63100017000","52544.23","4746.237","284875","534.749","17810","188.929","7870","3.157","30","32.479","610","18.272","372","2.874","52","1951.149","68479"
"2002","  ","00N","120E","61000012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","125E","61000012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","130E","61000013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","135E","61000013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","140E","61000014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","145E","61000014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","150E","61000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","155E","61000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","160E","61000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","160W","64000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","165E","61000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","165W","64000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","170E","61000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","170W","64000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","175E","61000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","175W","64000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","00N","180W","64000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","120E","61050012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","130E","61050013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","135E","61050013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","140E","61050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","145E","61050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","150E","61050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","155E","61050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","155W","64050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","160E","61050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","160W","64050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","165E","61050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","165W","64050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","170E","61050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","170W","64050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","175E","61050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","175W","64050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05N","180W","64050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","125E","62000012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","135E","62000013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","140E","62000014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","145E","62000014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","150E","62000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","155E","62000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","155W","63000015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","160E","62000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","160W","63000015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","165E","62000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","165W","63000016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","170E","62000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","170W","63000016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","175E","62000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","175W","63000017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","05S","180W","63000017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","130E","61100013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","135E","61100013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","140E","61100014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","145E","61100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","150E","61100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","155E","61100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","155W","64100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","160E","61100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","160W","64100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","165E","61100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","165W","64100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","170E","61100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","170W","64100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","175E","61100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","175W","64100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10N","180W","64100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","115E","62050011500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","120E","62050012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","130E","62050013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","135E","62050013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","135W","63050013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","140E","62050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","140W","63050013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","145E","62050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","145W","63050014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","150E","62050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","150W","63050014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","155E","62050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","155W","63050015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","160E","62050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","160W","63050015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","165E","62050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","165W","63050016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","170E","62050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","170W","63050016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","175E","62050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","175W","63050017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","10S","180W","63050017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","130E","61150013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","135E","61150013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","140E","61150014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","145E","61150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","150E","61150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","155E","61150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","160E","61150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","160W","64150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","165E","61150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","165W","64150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","170E","61150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","175E","61150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","175W","64150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15N","180W","64150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","135W","63100013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","140E","62100014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","140W","63100013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","145E","62100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","145W","63100014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","150E","62100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","150W","63100014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","155E","62100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","155W","63100015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","160E","62100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","160W","63100015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","165E","62100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","165W","63100016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","170E","62100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","170W","63100016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","175E","62100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","175W","63100017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","15S","180W","63100017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","120E","61200012000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","125E","61200012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","130E","61200013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","135E","61200013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","140E","61200014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","145E","61200014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","150E","61200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","155E","61200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","155W","64200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","160E","61200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","165E","61200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","170E","61200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","170W","64200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","175E","61200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","175W","64200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20N","180W","64200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","135W","63150013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","140W","63150013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","145E","62150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","145W","63150014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","150E","62150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","150W","63150014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","155E","62150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","155W","63150015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","160E","62150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","160W","63150015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","165E","62150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","165W","63150016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","170E","62150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","170W","63150016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","175E","62150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","175W","63150017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","20S","180W","63150017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","125E","61250012500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","130E","61250013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","135E","61250013500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","140E","61250014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","145E","61250014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","150E","61250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","155E","61250015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","155W","64250015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","160W","64250015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","165W","64250016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","170E","61250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","170W","64250016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","175E","61250017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25N","175W","64250017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","135W","63200013000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","145W","63200014000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","150W","63200014500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","155E","62200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","155W","63200015000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","160E","62200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","160W","63200015500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","165E","62200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","165W","63200016000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","170E","62200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","170W","63200016500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","175E","62200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","175W","63200017000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","  ","25S","180W","63200017500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
